,Date,City,State,CompAddress,PartialAddress
424,2022-11-01,Brandon,Florida,"Westbrook Ave and Harmony Ln, Brandon, Florida, USA","Brandon, Florida, USA"
425,2022-11-01,Elko (county),Nevada,,"Elko (county), Nevada, USA"
426,2022-11-01,Meridian,Mississippi,"1716 MS-39, Meridian, Mississippi, USA","Meridian, Mississippi, USA"
427,2022-11-01,Harvey (Dixmoor),Illinois,,"Harvey (Dixmoor), Illinois, USA"
428,2022-11-01,Memphis,Tennessee,"1600 block of Mississippi Blvd, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
429,2022-11-01,Saint Paul,Minnesota,"Preble St and Minnehaha Ave E, Saint Paul, Minnesota, USA","Saint Paul, Minnesota, USA"
430,2022-11-01,Saint Paul (North Saint Paul),Minnesota,"2300 block of Shoshone Rd, Saint Paul (North Saint Paul), Minnesota, USA","Saint Paul (North Saint Paul), Minnesota, USA"
431,2022-11-01,Denver,Colorado,"1400 block of Verbena St, Denver, Colorado, USA","Denver, Colorado, USA"
432,2022-11-01,Wyoming,Michigan,"2200 block of Indian Mounds Dr, Wyoming, Michigan, USA","Wyoming, Michigan, USA"
433,2022-11-01,Memphis,Tennessee,"1500 block of N Merton St, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
434,2022-11-01,Heiskell,Tennessee,"1923 E Raccoon Valley Dr, Heiskell, Tennessee, USA","Heiskell, Tennessee, USA"
435,2022-11-01,Orlando,Florida,"Americana Blvd and John Young Pkwy, Orlando, Florida, USA","Orlando, Florida, USA"
436,2022-11-01,Deland,Florida,"800 block of Longview Ave, Deland, Florida, USA","Deland, Florida, USA"
437,2022-11-01,Columbus,Ohio,"1600 block of Harvard Ave, Columbus, Ohio, USA","Columbus, Ohio, USA"
438,2022-11-01,Cleveland,Ohio,"1560 Ansel Rd, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
439,2022-11-01,Brooklyn,New York,"Crown St and Rogers Ave, Brooklyn, New York, USA","Brooklyn, New York, USA"
440,2022-11-01,Mesa,Arizona,"Main St and Power Rd, Mesa, Arizona, USA","Mesa, Arizona, USA"
441,2022-11-01,Palmdale,California,"39700 30th St W, Palmdale, California, USA","Palmdale, California, USA"
442,2022-11-01,Bloomington,California,"10600 block of Geronimo Ave, Bloomington, California, USA","Bloomington, California, USA"
443,2022-11-01,Hartwell,Georgia,"GA-172, Hartwell, Georgia, USA","Hartwell, Georgia, USA"
444,2022-11-01,Houston,Texas,"1201 San Jacinto St, Houston, Texas, USA","Houston, Texas, USA"
445,2022-11-01,Roanoke (Trophy Club),Texas,"Michelle Ct, Roanoke (Trophy Club), Texas, USA","Roanoke (Trophy Club), Texas, USA"
446,2022-11-01,Bakersfield,California,"800 block of Rembrandt St, Bakersfield, California, USA","Bakersfield, California, USA"
447,2022-11-01,Indianapolis,Indiana,"40th St and Hawthorne Ln, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
448,2022-11-01,Sylvester,Georgia,"600 block of E Welch St, Sylvester, Georgia, USA","Sylvester, Georgia, USA"
449,2022-11-01,New Port Richey,Florida,"Menifee Ct, New Port Richey, Florida, USA","New Port Richey, Florida, USA"
450,2022-11-01,Rochester,New York,"100 block of Weld St, Rochester, New York, USA","Rochester, New York, USA"
451,2022-11-01,Chicago,Illinois,"4500 block of S DuSable Lake Shore Dr, Chicago, Illinois, USA","Chicago, Illinois, USA"
452,2022-11-01,Thonotosassa,Florida,"9000 block of Harney Rd, Thonotosassa, Florida, USA","Thonotosassa, Florida, USA"
453,2022-11-01,Atlanta,Georgia,"2100 block of Dering Cir, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
454,2022-11-01,Decatur,Alabama,"1600 block of Chestnut St SE, Decatur, Alabama, USA","Decatur, Alabama, USA"
455,2022-11-01,Montgomery,Alabama,"2400 block of Meadowridge Ln, Montgomery, Alabama, USA","Montgomery, Alabama, USA"
456,2022-11-01,Parker (county),Texas,,"Parker (county), Texas, USA"
457,2022-11-01,Lathrop,California,"I-5 and SR-120, Lathrop, California, USA","Lathrop, California, USA"
458,2022-11-01,Milwaukee,Wisconsin,"N 7th St and W Keefe Ave, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
459,2022-11-01,Highland Park,Michigan,"3rd Ave and Elmhurst St, Highland Park, Michigan, USA","Highland Park, Michigan, USA"
460,2022-11-01,Jersey City,New Jersey,"74 Dales Ave, Jersey City, New Jersey, USA","Jersey City, New Jersey, USA"
461,2022-10-31,Austin,Texas,"1300 block of McKie Dr, Austin, Texas, USA","Austin, Texas, USA"
462,2022-10-31,Louisville,Kentucky,"4000 block of Lula Way, Louisville, Kentucky, USA","Louisville, Kentucky, USA"
463,2022-10-31,Montgomery,Alabama,"5700 block of Arbor Station Rd, Montgomery, Alabama, USA","Montgomery, Alabama, USA"
464,2022-10-31,Saginaw,Michigan,"2780 Williamson Rd, Saginaw, Michigan, USA","Saginaw, Michigan, USA"
465,2022-10-31,Hawaiian Gardens,California,"21900 block of Arline Ave, Hawaiian Gardens, California, USA","Hawaiian Gardens, California, USA"
466,2022-10-31,Cincinnati,Ohio,"4100 block of Kirby Ave, Cincinnati, Ohio, USA","Cincinnati, Ohio, USA"
467,2022-10-31,Waterbury,Connecticut,"170 Willow St, Waterbury, Connecticut, USA","Waterbury, Connecticut, USA"
468,2022-10-31,Kansas City,Kansas,"S 50th St and Elmwood Ave, Kansas City, Kansas, USA","Kansas City, Kansas, USA"
469,2022-10-31,Inkster,Michigan,"26739 Yale St, Inkster, Michigan, USA","Inkster, Michigan, USA"
470,2022-10-31,Los Angeles,California,"8600 block of Graham Ave, Los Angeles, California, USA","Los Angeles, California, USA"
471,2022-10-31,Albuquerque,New Mexico,"14th St and Marquette Ave NW, Albuquerque, New Mexico, USA","Albuquerque, New Mexico, USA"
472,2022-10-31,Raleigh,North Carolina,"2611 Torquay Crossing, Raleigh, North Carolina, USA","Raleigh, North Carolina, USA"
473,2022-10-31,North Charleston,South Carolina,"N Atlantic Blvd, North Charleston, South Carolina, USA","North Charleston, South Carolina, USA"
474,2022-10-31,Jackson,Tennessee,"2239 Hollywood Dr, Jackson, Tennessee, USA","Jackson, Tennessee, USA"
475,2022-10-31,Visalia,California,"N Encina St, Visalia, California, USA","Visalia, California, USA"
476,2022-10-31,Flint,Michigan,"3102 Fox Cir, Flint, Michigan, USA","Flint, Michigan, USA"
477,2022-10-31,Cleveland,Tennessee,"1275 Stuart Rd NE, Cleveland, Tennessee, USA","Cleveland, Tennessee, USA"
478,2022-10-31,Columbus,Ohio,"2500 block of Howey Rd, Columbus, Ohio, USA","Columbus, Ohio, USA"
479,2022-10-31,Washington,District of Columbia,"2600 block of Birney Pl SE, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
480,2022-10-31,Cincinnati,Ohio,"Reading Rd and Lincoln St, Cincinnati, Ohio, USA","Cincinnati, Ohio, USA"
481,2022-10-31,Houston,Texas,"12126 Mountain Daisy Rd, Houston, Texas, USA","Houston, Texas, USA"
482,2022-10-31,Chicago Heights (Ford Heights),Illinois,"1300 block of Lincoln St, Chicago Heights (Ford Heights), Illinois, USA","Chicago Heights (Ford Heights), Illinois, USA"
483,2022-10-31,Atlanta,Georgia,"2564 Gresham Rd SE, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
484,2022-10-31,Philadelphia,Pennsylvania,"200 block of W Ontario St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
485,2022-10-31,Pittsburgh,Pennsylvania,"7100 block of Hermitage St, Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA"
486,2022-10-31,Houston,Texas,"9939 Bessemer St, Houston, Texas, USA","Houston, Texas, USA"
487,2022-10-31,Bonita Springs,Florida,"27000 block of Matheson Ave, Bonita Springs, Florida, USA","Bonita Springs, Florida, USA"
488,2022-10-31,Midlothian,Virginia,"14000 block of N Carriage Ln, Midlothian, Virginia, USA","Midlothian, Virginia, USA"
489,2022-10-31,Cedar Hill,Tennessee,"I-24, Cedar Hill, Tennessee, USA","Cedar Hill, Tennessee, USA"
490,2022-10-31,Long Beach,California,"700 block of E Wardlow Rd, Long Beach, California, USA","Long Beach, California, USA"
491,2022-10-31,Philadelphia,Pennsylvania,"5300 Greenway Ave, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
492,2022-10-31,Atlanta,Georgia,"500 Bishop St NW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
493,2022-10-31,Philadelphia,Pennsylvania,"200 block of W Ontario St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
494,2022-10-31,Corpus Christi,Texas,"5800 block of Williams Dr, Corpus Christi, Texas, USA","Corpus Christi, Texas, USA"
495,2022-10-31,Philadelphia,Pennsylvania,"2500 block of Carroll St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
496,2022-10-31,Chicago,Illinois,"S California Ave and W Polk St, Chicago, Illinois, USA","Chicago, Illinois, USA"
497,2022-10-31,Chicago,Illinois,"3852 W Van Buren St, Chicago, Illinois, USA","Chicago, Illinois, USA"
498,2022-10-31,Kansas City (Raytown),Missouri,"Raytown Rd and E 87th St, Kansas City (Raytown), Missouri, USA","Kansas City (Raytown), Missouri, USA"
499,2022-10-31,Natrona Heights,Pennsylvania,"Shamrock Ln, Natrona Heights, Pennsylvania, USA","Natrona Heights, Pennsylvania, USA"
500,2022-10-31,Madras,Oregon,"900 block of SE Maliah Ave, Madras, Oregon, USA","Madras, Oregon, USA"
501,2022-10-31,Montgomery,Illinois,"Oak Ridge Ln, Montgomery, Illinois, USA","Montgomery, Illinois, USA"
502,2022-10-31,Cheyenne,Wyoming,"6900 block of Horse Soldier Rd, Cheyenne, Wyoming, USA","Cheyenne, Wyoming, USA"
503,2022-10-31,Mobile,Alabama,"205 Government St, Mobile, Alabama, USA","Mobile, Alabama, USA"
504,2022-10-31,Brooklyn,New York,"2932 Avenue V, Brooklyn, New York, USA","Brooklyn, New York, USA"
505,2022-10-31,Sherwood,Arkansas,"4000 block of Hollyridge Cove, Sherwood, Arkansas, USA","Sherwood, Arkansas, USA"
506,2022-10-31,Joplin,Missouri,"2216 S Annie Baxter Ave, Joplin, Missouri, USA","Joplin, Missouri, USA"
507,2022-10-30,Goldsboro,North Carolina,"203 Haywood Dr, Goldsboro, North Carolina, USA","Goldsboro, North Carolina, USA"
508,2022-10-30,Omaha,Nebraska,"3006 Mason St, Omaha, Nebraska, USA","Omaha, Nebraska, USA"
509,2022-10-30,Greeneville,Tennessee,"100 block of Old Asheville Hwy, Greeneville, Tennessee, USA","Greeneville, Tennessee, USA"
510,2022-10-30,Sacramento,California,"Phoenix Park Dr and Savannah Dr, Sacramento, California, USA","Sacramento, California, USA"
511,2022-10-30,Palm Springs,California,"5600 block of E Ramon Rd, Palm Springs, California, USA","Palm Springs, California, USA"
512,2022-10-30,Parkville,Maryland,"7301  McClean Blvd, Parkville, Maryland, USA","Parkville, Maryland, USA"
513,2022-10-30,Kansas City,Missouri,"9400 block of Bales Ave, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
514,2022-10-30,Austin,Texas,"600 block of E 7th St, Austin, Texas, USA","Austin, Texas, USA"
515,2022-10-30,Portsmouth,Virginia,"900 block of Randolph St, Portsmouth, Virginia, USA","Portsmouth, Virginia, USA"
516,2022-10-30,San Jose,California,"500 block of Madera Ave, San Jose, California, USA","San Jose, California, USA"
517,2022-10-30,Hazelwood,Missouri,,"Hazelwood, Missouri, USA"
518,2022-10-30,Denver,Colorado,"9825 E Girard Ave, Denver, Colorado, USA","Denver, Colorado, USA"
519,2022-10-30,Phoenix,Arizona,"6700 W Thomas Rd, Phoenix, Arizona, USA","Phoenix, Arizona, USA"
520,2022-10-30,Falls Church,Virginia,"5599 Seminary Rd, Falls Church, Virginia, USA","Falls Church, Virginia, USA"
521,2022-10-30,Longmont,Colorado,"US-287 and Yellowstone Rd, Longmont, Colorado, USA","Longmont, Colorado, USA"
522,2022-10-30,Chattanooga,Tennessee,"6050 Shallowford Rd, Chattanooga, Tennessee, USA","Chattanooga, Tennessee, USA"
523,2022-10-30,San Luis,Arizona,"County 23rd St, San Luis, Arizona, USA","San Luis, Arizona, USA"
524,2022-10-30,Louisville,Kentucky,"3110 Rockford Ln, Louisville, Kentucky, USA","Louisville, Kentucky, USA"
525,2022-10-30,Joliet,Illinois,"Columbia St and Henderson Ave, Joliet, Illinois, USA","Joliet, Illinois, USA"
526,2022-10-30,Virginia Beach,Virginia,"1200 block of Carver Ave, Virginia Beach, Virginia, USA","Virginia Beach, Virginia, USA"
527,2022-10-30,Brooklyn,New York,"1006 Atlantic Ave, Brooklyn, New York, USA","Brooklyn, New York, USA"
528,2022-10-30,Aurora,Colorado,"900 block of N Geneva St, Aurora, Colorado, USA","Aurora, Colorado, USA"
529,2022-10-30,Memphis,Tennessee,"5000 block of Wooddale Ave, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
530,2022-10-30,Memphis,Tennessee,"Barron Ave and Getwell Rd, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
531,2022-10-30,Columbus,Ohio,"1485 N Cassady Ave, Columbus, Ohio, USA","Columbus, Ohio, USA"
532,2022-10-30,Cincinnati,Ohio,"800 block of Hutchins Rd, Cincinnati, Ohio, USA","Cincinnati, Ohio, USA"
533,2022-10-30,Davenport,Iowa,"Kimberly Rd and Elmore Ave, Davenport, Iowa, USA","Davenport, Iowa, USA"
534,2022-10-30,Cleveland,Ohio,"50 Public Square, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
535,2022-10-30,Memphis,Tennessee,"600 block of Exchange Ave, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
536,2022-10-30,Winter Haven,Florida,"Sophia Dr, Winter Haven, Florida, USA","Winter Haven, Florida, USA"
537,2022-10-30,Albuquerque,New Mexico,"700 block of Coors Blvd SW, Albuquerque, New Mexico, USA","Albuquerque, New Mexico, USA"
538,2022-10-30,Baltimore,Maryland,"500 block of S Bentalou St, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
539,2022-10-30,Baltimore,Maryland,"4000 block of Old York Rd, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
540,2022-10-30,Mobile,Alabama,"300 block of Azalea Rd, Mobile, Alabama, USA","Mobile, Alabama, USA"
541,2022-10-30,Houston,Texas,"2500 block of Joel Wheaton Rd, Houston, Texas, USA","Houston, Texas, USA"
542,2022-10-30,Cape Coral,Florida,,"Cape Coral, Florida, USA"
543,2022-10-30,Dallas,Texas,"3410 Metropolitan Ave, Dallas, Texas, USA","Dallas, Texas, USA"
544,2022-10-30,Compton,California,"14400 block of S Clymer Ave, Compton, California, USA","Compton, California, USA"
545,2022-10-30,Huntington Park,California,"6300 block of Malabar St, Huntington Park, California, USA","Huntington Park, California, USA"
546,2022-10-30,Columbus,Ohio,"E 19th Ave and Gladstone Ave, Columbus, Ohio, USA","Columbus, Ohio, USA"
547,2022-10-30,Washington,District of Columbia,"900 block of Wahler Pl SE, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
548,2022-10-30,Hartsville,South Carolina,"Security Dr, Hartsville, South Carolina, USA","Hartsville, South Carolina, USA"
549,2022-10-30,Kinston,North Carolina,"700 block of Vernon Ave, Kinston, North Carolina, USA","Kinston, North Carolina, USA"
550,2022-10-30,Philadelphia,Pennsylvania,"3100 block of Hartville St, Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA"
551,2022-10-30,Chicago,Illinois,"6800 block of W Grand Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
552,2022-10-30,Covina,California,"17000 block of E Bellbrook St, Covina, California, USA","Covina, California, USA"
553,2022-10-30,Kansas City,Missouri,"2301 Topping Ave, Kansas City, Missouri, USA","Kansas City, Missouri, USA"
554,2022-10-30,Moses Lake,Washington,"3000 block of Road H NE, Moses Lake, Washington, USA","Moses Lake, Washington, USA"
555,2022-10-30,Hammond,Louisiana,"Wardline Rd and Laurie Dr, Hammond, Louisiana, USA","Hammond, Louisiana, USA"
556,2022-10-30,Little Rock,Arkansas,"6 York Dr, Little Rock, Arkansas, USA","Little Rock, Arkansas, USA"
557,2022-10-30,Montgomery,Alabama,"Eastern Blvd and Monticello Dr, Montgomery, Alabama, USA","Montgomery, Alabama, USA"
558,2022-10-30,Columbus,Mississippi,"700 block of 21st St N, Columbus, Mississippi, USA","Columbus, Mississippi, USA"
559,2022-10-30,Vicksburg,Mississippi,"902 Blossom Ln, Vicksburg, Mississippi, USA","Vicksburg, Mississippi, USA"
560,2022-10-30,Farmville,Virginia,"800 block of Early St, Farmville, Virginia, USA","Farmville, Virginia, USA"
561,2022-10-30,Saint Louis,Missouri,"3600 block of Pennsylvania Ave, Saint Louis, Missouri, USA","Saint Louis, Missouri, USA"
562,2022-10-30,Memphis,Tennessee,"3920 Park Ave, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
563,2022-10-30,Victorville,California,"Jade Rd and Purple Sage Dr, Victorville, California, USA","Victorville, California, USA"
564,2022-10-30,Pasadena,California,"N Summitt Ave and Painter St, Pasadena, California, USA","Pasadena, California, USA"
565,2022-10-30,Houston,Texas,"9800 Hollock St, Houston, Texas, USA","Houston, Texas, USA"
566,2022-10-30,Santa Maria,California,"1000 block of W Morrison Ave, Santa Maria, California, USA","Santa Maria, California, USA"
567,2022-10-30,Gadsden,Alabama,"Carolyn Ln, Gadsden, Alabama, USA","Gadsden, Alabama, USA"
568,2022-10-29,Carrollton,Texas,"Marsh Ln and Country Square Dr, Carrollton, Texas, USA","Carrollton, Texas, USA"
569,2022-10-29,Paterson,New Jersey,"12 Elm St, Paterson, New Jersey, USA","Paterson, New Jersey, USA"
570,2022-10-29,Belleville,New Jersey,"100 block of Bell St, Belleville, New Jersey, USA","Belleville, New Jersey, USA"
571,2022-10-29,Danville,Virginia,"325 Piedmont Dr, Danville, Virginia, USA","Danville, Virginia, USA"
572,2022-10-29,Houston,Texas,"251 W Parker Rd, Houston, Texas, USA","Houston, Texas, USA"
573,2022-10-29,Rockingham,North Carolina,"1240 E Broad Ave, Rockingham, North Carolina, USA","Rockingham, North Carolina, USA"
574,2022-10-29,Petersburg,Virginia,"600 block of Grove Ave, Petersburg, Virginia, USA","Petersburg, Virginia, USA"
575,2022-10-29,Memphis,Tennessee,"2700 block of Cherry Rd, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
576,2022-10-29,Rockford,Illinois,"4200 block of Auburn St, Rockford, Illinois, USA","Rockford, Illinois, USA"
577,2022-10-29,Wichita Falls,Texas,"1500 block of N 8th St, Wichita Falls, Texas, USA","Wichita Falls, Texas, USA"
578,2022-10-29,Kent,Washington,"142nd Pl SE and SE 282nd St, Kent, Washington, USA","Kent, Washington, USA"
579,2022-10-29,College Station,Texas,"400 block of Harvey Rd, College Station, Texas, USA","College Station, Texas, USA"
580,2022-10-29,Indianapolis,Indiana,"6010 E 30th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
581,2022-10-29,Atlanta,Georgia,"200 block of Auburn Ave, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
582,2022-10-29,Fountain,Colorado,"6502 S US 85-87, Fountain, Colorado, USA","Fountain, Colorado, USA"
583,2022-10-29,Southeast Growth Area,California,"E Hedges Ave and N De Wolf Ave, Southeast Growth Area, California, USA","Southeast Growth Area, California, USA"
584,2022-10-29,Memphis,Tennessee,"400 block of Chuck Ave, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
585,2022-10-29,Chicago,Illinois,"S Wolcott Ave and W 17th St, Chicago, Illinois, USA","Chicago, Illinois, USA"
586,2022-10-29,Fort Myers,Florida,"3718 Palm Beach Blvd, Fort Myers, Florida, USA","Fort Myers, Florida, USA"
587,2022-10-29,Tampa,Florida,"1000 block of W Busch Blvd, Tampa, Florida, USA","Tampa, Florida, USA"
588,2022-10-29,Holiday,Florida,"US-19, Holiday, Florida, USA","Holiday, Florida, USA"
589,2022-10-29,Florissant,Missouri,"825 Graham Rd, Florissant, Missouri, USA","Florissant, Missouri, USA"
590,2022-10-29,Winter Garden,Florida,"Mildred Dixon Way, Winter Garden, Florida, USA","Winter Garden, Florida, USA"
591,2022-10-29,Chicago,Illinois,"1100 block of N Waller Ave, Chicago, Illinois, USA","Chicago, Illinois, USA"
592,2022-10-29,Toledo,Ohio,"Elliott Ave and Grand Ave, Toledo, Ohio, USA","Toledo, Ohio, USA"
593,2022-10-29,Indianapolis,Indiana,"1000 block of Winfield Ave, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
594,2022-10-29,Jackson,Michigan,"1800 block of Pringle Ave, Jackson, Michigan, USA","Jackson, Michigan, USA"
595,2022-10-29,Atlanta (Brookhaven),Georgia,"N Cliff Valley Way and N Druid Hills Rd, Atlanta (Brookhaven), Georgia, USA","Atlanta (Brookhaven), Georgia, USA"
596,2022-10-29,Greenfield,California,"50 block of 4th St, Greenfield, California, USA","Greenfield, California, USA"
597,2022-10-29,Tallahassee,Florida,"2101 W Pensacola St, Tallahassee, Florida, USA","Tallahassee, Florida, USA"
598,2022-10-29,Houston,Texas,"9101 Clinton Dr, Houston, Texas, USA","Houston, Texas, USA"
599,2022-10-29,Houston,Texas,"11285 Southwest Fwy, Houston, Texas, USA","Houston, Texas, USA"
600,2022-10-29,Baltimore,Maryland,"50 block of N Gilmor St, Baltimore, Maryland, USA","Baltimore, Maryland, USA"
601,2022-10-29,Birmingham (Homewood),Alabama,"418 W Valley Ave, Birmingham (Homewood), Alabama, USA","Birmingham (Homewood), Alabama, USA"
602,2022-10-29,Los Angeles,California,"8th Street and Union Ave, Los Angeles, California, USA","Los Angeles, California, USA"
603,2022-10-29,Milwaukee,Wisconsin,"N 33rd St and W Center St, Milwaukee, Wisconsin, USA","Milwaukee, Wisconsin, USA"
604,2022-10-29,Jacksonville,Florida,"5300 block of Golfbrook Dr, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
605,2022-10-29,Mauldin,South Carolina,"288 Old Mill Rd, Mauldin, South Carolina, USA","Mauldin, South Carolina, USA"
606,2022-10-29,San Jose,California,"700 block of Kaufmann Court, San Jose, California, USA","San Jose, California, USA"
607,2022-10-29,Jacksonville,Florida,"3037 John Hancock Ct, Jacksonville, Florida, USA","Jacksonville, Florida, USA"
608,2022-10-29,Amarillo,Texas,"1900 block of NW 18th Ave, Amarillo, Texas, USA","Amarillo, Texas, USA"
609,2022-10-29,Sioux City,Iowa,"1421 W 5th St, Sioux City, Iowa, USA","Sioux City, Iowa, USA"
610,2022-10-29,Erie,Pennsylvania,"1611 Chestnut St, Erie, Pennsylvania, USA","Erie, Pennsylvania, USA"
611,2022-10-29,Bradenton,Florida,"2209 Ninth St W, Bradenton, Florida, USA","Bradenton, Florida, USA"
612,2022-10-29,Columbia,South Carolina,"7645 Garners Ferry Rd, Columbia, South Carolina, USA","Columbia, South Carolina, USA"
613,2022-10-29,Brent,Florida,"Medford Ave and Fremont Ave, Brent, Florida, USA","Brent, Florida, USA"
614,2022-10-29,South Bend,Indiana,"1600 block of Huey St, South Bend, Indiana, USA","South Bend, Indiana, USA"
615,2022-10-29,Chicago,Illinois,"400 block of W 104th St, Chicago, Illinois, USA","Chicago, Illinois, USA"
616,2022-10-29,Chicago,Illinois,"1900 block of S State St, Chicago, Illinois, USA","Chicago, Illinois, USA"
617,2022-10-29,Kennewick,Washington,"1100 block of W 5th Ave, Kennewick, Washington, USA","Kennewick, Washington, USA"
618,2022-10-29,Coram,New York,"24 Middle Country Rd, Coram, New York, USA","Coram, New York, USA"
619,2022-10-29,Murfreesboro,Tennessee,"131 John R Rice Blvd, Murfreesboro, Tennessee, USA","Murfreesboro, Tennessee, USA"
620,2022-10-29,Baton Rouge,Louisiana,"2500 block of N 31st St, Baton Rouge, Louisiana, USA","Baton Rouge, Louisiana, USA"
621,2022-10-29,Forest,Mississippi,,"Forest, Mississippi, USA"
622,2022-10-29,Newark,New York,"145 Railroad Ave, Newark, New York, USA","Newark, New York, USA"
623,2022-10-29,Hatchechubbee,Alabama,"Shady Grove Rd, Hatchechubbee, Alabama, USA","Hatchechubbee, Alabama, USA"
624,2022-10-29,Memphis,Tennessee,"2000 block of Pendleton St, Memphis, Tennessee, USA","Memphis, Tennessee, USA"
625,2022-10-29,Clarksdale,Mississippi,"350 S State St, Clarksdale, Mississippi, USA","Clarksdale, Mississippi, USA"
626,2022-10-29,West Memphis,Arkansas,"500 block of Wilson Road, West Memphis, Arkansas, USA","West Memphis, Arkansas, USA"
627,2022-10-29,Greenwell Springs,Louisiana,"6627 Sullivan Rd, Greenwell Springs, Louisiana, USA","Greenwell Springs, Louisiana, USA"
628,2022-10-29,Henderson,Kentucky,"2300 block of Carter Dr, Henderson, Kentucky, USA","Henderson, Kentucky, USA"
629,2022-10-29,Manchester,New Hampshire,"I-293 and S Willow St, Manchester, New Hampshire, USA","Manchester, New Hampshire, USA"
630,2022-10-29,Fairfield,Alabama,"6400 Kelco Pl, Fairfield, Alabama, USA","Fairfield, Alabama, USA"
631,2022-10-29,Cochran,Georgia,"112 Ell St, Cochran, Georgia, USA","Cochran, Georgia, USA"
632,2022-10-28,Fayetteville,North Carolina,"2400 block of Elcar Dr, Fayetteville, North Carolina, USA","Fayetteville, North Carolina, USA"
633,2022-10-28,Oakland,California,"10220 International Blvd, Oakland, California, USA","Oakland, California, USA"
634,2022-10-28,Louisville,Kentucky,"S 13th St and W Jefferson St, Louisville, Kentucky, USA","Louisville, Kentucky, USA"
635,2022-10-28,Burnet,Texas,"800 block of E Elm St, Burnet, Texas, USA","Burnet, Texas, USA"
636,2022-10-28,Detroit,Michigan,"Whitcomb St and Westfield Ave, Detroit, Michigan, USA","Detroit, Michigan, USA"
637,2022-10-28,North Highlands,California,"3700 block of Lenore Way, North Highlands, California, USA","North Highlands, California, USA"
638,2022-10-28,Macon,Georgia,"2500 block of Willis Dr, Macon, Georgia, USA","Macon, Georgia, USA"
639,2022-10-28,Minneapolis,Minnesota,"2711 15th Ave S, Minneapolis, Minnesota, USA","Minneapolis, Minnesota, USA"
640,2022-10-28,San Diego,California,"2345 Grove Ave, San Diego, California, USA","San Diego, California, USA"
641,2022-10-28,Roanoke,Virginia,"900 block of Marshall Ave SW, Roanoke, Virginia, USA","Roanoke, Virginia, USA"
642,2022-10-28,National City,California,"1800 block of E 17th St, National City, California, USA","National City, California, USA"
643,2022-10-28,Washington,District of Columbia,"900 block of Bellevue St SE, Washington, District of Columbia, USA","Washington, District of Columbia, USA"
644,2022-10-28,Seguin,Texas,"3158 I-10, Seguin, Texas, USA","Seguin, Texas, USA"
645,2022-10-28,Denver,Colorado,"S Pearl St and E Bayaud Ave, Denver, Colorado, USA","Denver, Colorado, USA"
646,2022-10-28,Atlanta,Georgia,"875 MLK Jr Dr NW, Atlanta, Georgia, USA","Atlanta, Georgia, USA"
647,2022-10-28,Aurora,Colorado,"6360 S Parker Rd, Aurora, Colorado, USA","Aurora, Colorado, USA"
648,2022-10-28,Indianapolis,Indiana,"N Parker Ave and E 25th St, Indianapolis, Indiana, USA","Indianapolis, Indiana, USA"
649,2022-10-28,Miami,Florida,"765 NW 36th St, Miami, Florida, USA","Miami, Florida, USA"
650,2022-10-28,Las Vegas,Nevada,"3600 block of Valley Forge Ave, Las Vegas, Nevada, USA","Las Vegas, Nevada, USA"
651,2022-10-28,Brooklyn,New York,"Crown St and Franklin Ave, Brooklyn, New York, USA","Brooklyn, New York, USA"
652,2022-10-28,Toledo,Ohio,"Junction Ave and Belmont Ave, Toledo, Ohio, USA","Toledo, Ohio, USA"
653,2022-10-28,Cleveland,Ohio,"3700 block of W 22nd St, Cleveland, Ohio, USA","Cleveland, Ohio, USA"
