"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
2454977,"November 5, 2022",Massachusetts,"New Bedford","17 Bullard St",1,0,N/A
2454358,"November 5, 2022",Connecticut,Norwich,"527 W Thames St",1,0,N/A
2452673,"November 4, 2022",Florida,Orlando,"10145 Myers Dr",4,2,N/A
2454084,"November 4, 2022",Ohio,Cleveland,"9501 Wade Park Ave",1,0,N/A
2453067,"November 4, 2022",California,Oakland,"800 block of 81st Ave",1,0,N/A
2452775,"November 4, 2022",Nevada,"Las Vegas","200 block of Kipling St",2,0,N/A
2453366,"November 4, 2022",Nevada,"Las Vegas","8400 block of W Shady Shores Cir",1,0,N/A
2453026,"November 4, 2022",Kansas,Topeka,"4601 SW Topeka Blvd",1,1,N/A
2453024,"November 4, 2022",Illinois,Chicago,"4600 block of S Lake Park",1,0,N/A
2452993,"November 4, 2022",Georgia,Mcdonough,"4100 Hopewell Pl",1,1,N/A
2453212,"November 4, 2022",Massachusetts,Boston,"9 Yarmouth Pl",1,0,N/A
2452702,"November 4, 2022",Kentucky,Lawrenceburg,"US-127 and Bluegrass Pkwy",1,0,N/A
2453164,"November 4, 2022",Alabama,Birmingham,"800 block of 45th Place N",1,0,N/A
2452933,"November 4, 2022",Missouri,"Saint Louis","1416 N 10th St",1,0,N/A
2453033,"November 4, 2022",Georgia,Norcross,"5220 Singleton Rd",1,0,N/A
2452664,"November 4, 2022",Tennessee,Nashville,"5515 Scruggs Ln",1,0,N/A
2452886,"November 4, 2022",Tennessee,Nashville,N/A,1,0,N/A
2452670,"November 4, 2022","West Virginia",Huntington,"1520 4th Ave",1,0,N/A
2453338,"November 4, 2022",Colorado,Pueblo,"1700 block of Constitution Rd",1,0,N/A
2455287,"November 4, 2022",Texas,"Wood (county)","FM 2088 and FM 852",1,0,N/A
2457205,"November 4, 2022",Indiana,Gary,"2317 Grant St",1,0,N/A
2453841,"November 4, 2022",Michigan,Pullman,"104th Ave and 56th St",1,1,N/A
2453176,"November 4, 2022","North Carolina",Fayetteville,"2300 block of Cattail Cir",1,0,N/A
2453515,"November 4, 2022",Florida,Plantation,"8038 NW 10th St",2,0,N/A
2452798,"November 4, 2022",Maryland,"La Plata","3018 Wildflower Dr",5,0,N/A
2454157,"November 4, 2022",Texas,Odessa,"7405 Andrews Hwy",1,1,N/A
2452638,"November 4, 2022",Florida,Miami,"NW 72nd St and NW 14th Ave",1,0,N/A
2452937,"November 4, 2022",Kentucky,Louisville,"2945 Breckenridge Ln",1,0,N/A
2452904,"November 4, 2022",Tennessee,Memphis,"1415 Breedlove St",1,2,N/A
2453473,"November 4, 2022",California,Lawndale,"14800 block of Avis Ave",1,0,N/A
2452888,"November 4, 2022",Illinois,Champaign,"1100 block of N Elm St",1,0,N/A
2453450,"November 4, 2022",Georgia,"Stone Mountain","Autumn Crest Ct",1,0,N/A
2453445,"November 4, 2022",Georgia,Atlanta,"3540 N Camp Creek Pkwy SW",1,0,N/A
2454068,"November 4, 2022",Indiana,Hobart,"400 block of Ruta Dr",2,0,N/A
2454613,"November 4, 2022",Pennsylvania,"Lansdowne (Yeadon)","1400 block of Longacre Blvd",1,0,N/A
2454571,"November 4, 2022",Pennsylvania,Philadelphia,"Penfort St",1,1,N/A
2453393,"November 4, 2022",Alabama,"Mobile (Prichard)","3425 St. Stephens Rd",1,0,N/A
2453979,"November 4, 2022",Indiana,Muncie,"818 S Monroe St",1,1,N/A
2452710,"November 4, 2022",Maryland,"Oxon Hill","20 Audrey Ln",2,0,N/A
2453294,"November 4, 2022",Illinois,Chicago,"3000 block of W 63rd St",1,0,N/A
2452499,"November 4, 2022",Pennsylvania,Philadelphia,"700 block of South Cecil St",1,0,N/A
2452496,"November 4, 2022",Pennsylvania,Philadelphia,"200 block of S Saint Bernard",2,0,N/A
2452695,"November 4, 2022","District of Columbia",Washington,"1200 block of 7th St NW",1,0,N/A
2455344,"November 4, 2022",Ohio,Dayton,"1719 Rangeley Ave",2,0,N/A
2452928,"November 4, 2022",California,Sacramento,"7800 block of Center Pkwy",1,0,N/A
2453822,"November 4, 2022",California,"Arroyo Grande","Quailwood Ln and Los Berros Rd",1,0,N/A
2453805,"November 4, 2022",Mississippi,Greenwood,"Co Rd 520",1,0,N/A
2453182,"November 4, 2022",Mississippi,Jackson,"I-220 and Watkins Dr",1,0,N/A
2453041,"November 3, 2022",Louisiana,"New Orleans","Poland Ave and Florida Ave",1,0,N/A
2452257,"November 3, 2022",Missouri,"Mcdonald (county)",N/A,1,0,N/A
2452263,"November 3, 2022",Missouri,"Saint Louis","5872 St Louis Ave",1,0,N/A
2452684,"November 3, 2022",Virginia,Petersburg,"800 block of Cameron St",1,0,N/A
2451810,"November 3, 2022",Georgia,Macon,"3500 block of Morris Ave",2,0,N/A
2452130,"November 3, 2022",Arizona,Mesa,"5943 E McKellips Rd",1,1,N/A
2452127,"November 3, 2022",Illinois,Chicago,"8300 block of S Cottage Grove Ave",1,0,N/A
2452744,"November 3, 2022",Wisconsin,Germantown,"Lovers Ln and Pleasant View Dr",1,0,N/A
2454911,"November 3, 2022",Maryland,Baltimore,"1800 block of Wilkens Ave",1,0,N/A
2452062,"November 3, 2022",Colorado,Aurora,"1098 S Evanston Way",1,0,N/A
2452787,"November 3, 2022",Colorado,"Colorado Springs","1200 block of W Colorado Ave",1,0,N/A
2452690,"November 3, 2022","New York",Brooklyn,"1640 Ocean Pkwy",1,0,N/A
2452060,"November 3, 2022",California,Camarillo,"200 block of Mobil Ave",1,0,N/A
2452306,"November 3, 2022",Texas,Temple,"S 23rd St and W Ave H",1,0,N/A
2451891,"November 3, 2022","New York",Bronx,"E Gun Hill Rd and Hull Ave",1,1,N/A
2452535,"November 3, 2022",California,Compton,"200 block of Towne Center Dr",1,0,N/A
2452297,"November 3, 2022",Texas,Magnolia,"36522 Coleman Rd",1,0,N/A
2454709,"November 3, 2022",Michigan,Detroit,"7500 block of E Jefferson Ave",1,0,N/A
2452329,"November 3, 2022",Texas,Dallas,"10000 block of Audelia Rd",1,0,N/A
2451870,"November 3, 2022",Texas,Dallas,"100 block of S Nachita Dr",1,0,N/A
2452585,"November 3, 2022",Pennsylvania,"New Alexandria",PA-22,1,0,N/A
2452553,"November 3, 2022",California,Tehachapi,"14556 E Tehachapi Blvd",1,0,N/A
2451802,"November 3, 2022",Maryland,Baltimore,"2500 block of Brookfield Ave",1,0,N/A
2452528,"November 3, 2022",Washington,Seattle,"5200 block of 17th Ave SW",1,0,N/A
2451782,"November 3, 2022",Florida,"Homestead (Florida City)","1600 block of NW Fourth Ave",1,0,N/A
2452411,"November 3, 2022",Arkansas,Jonesboro,"200 block of W Forrest St",1,0,N/A
2452327,"November 3, 2022","South Carolina",Columbia,"1300 block of Sycamore Ave",1,0,N/A
2453205,"November 3, 2022",Alabama,Gadsden,"100 block of Park St",1,0,N/A
2451682,"November 2, 2022",Louisiana,"New Orleans","5641 Read Blvd",1,0,N/A
2451708,"November 2, 2022",Louisiana,Opelousas,"800 block of N Main St",1,0,N/A
2451467,"November 2, 2022",Utah,"Salt Lake City (Murray)","I-15 and 53000 S",1,0,N/A
2451022,"November 2, 2022","New York",Bohemia,"Smithtown Ave",1,0,N/A
2452331,"November 2, 2022","North Carolina","Saint Pauls","10700 Barker Ten Mile Rd",1,0,N/A
2451382,"November 2, 2022",Illinois,Chicago,"8052 S Aberdeen St",1,0,N/A
2451823,"November 2, 2022",Iowa,Maquoketa,"12000 block of 182nd Ave",1,0,N/A
2451354,"November 2, 2022",Illinois,Chicago,"3840 W Fillmore St",1,0,N/A
2451279,"November 2, 2022",Florida,Miami,"NW 83rd St and N Miami Ave",1,0,N/A
2451326,"November 2, 2022",Arizona,Phoenix,"43rd Ave and McDowell Rd",1,0,N/A
2452847,"November 2, 2022",Texas,Brownsville,N/A,1,0,N/A
2451978,"November 2, 2022",Tennessee,"Mount Juliet","S Mt Juliet Rd and Central Pike",1,0,N/A
2451968,"November 2, 2022",California,Fresno,"N Anna St",1,0,N/A
2451500,"November 2, 2022",Arizona,Phoenix,"37th Ave and McDowell Rd",1,0,N/A
2451893,"November 2, 2022",California,"West Covina","3400 block of S Sentous Ave",2,0,N/A
2451429,"November 2, 2022","New Mexico",Albuquerque,"6000 block of Anderson SE",1,0,N/A
2451284,"November 2, 2022",Florida,Orlando,"S Texas Ave and W Oak Ridge Rd",1,1,N/A
2451487,"November 2, 2022",Texas,"Cedar Hill","Bear Creek Rd and S Duncanville Rd",1,0,N/A
2451410,"November 2, 2022",Indiana,"Fort Wayne","400 block of Poplar St",1,0,N/A
2451205,"November 2, 2022",Florida,Jacksonville,"Broadway Ave",1,0,N/A
2451722,"November 2, 2022","North Carolina",Charlotte,"1900 Charleston Pl",1,0,N/A
2451849,"November 2, 2022",Pennsylvania,Tamaqua,"300 block of W Spruce St",1,0,N/A
2451516,"November 2, 2022",Texas,Dallas,"2023 Market Center Blvd",1,1,N/A
2451834,"November 2, 2022",Indiana,"Taylor Township","US-231 and N Cataract Rd",1,0,N/A
2451550,"November 2, 2022",Mississippi,Hattiesburg,"W 5th St",2,3,N/A
2451817,"November 2, 2022",Georgia,Lithonia,"Penwood Place",1,1,N/A
2451804,"November 2, 2022",Georgia,Macon,"Clisby Place",1,0,N/A
2451794,"November 2, 2022",Maryland,Baltimore,"1200 block of E Preston St",1,0,N/A
2451757,"November 2, 2022",Illinois,Chicago,"3400 block of W Lake St",1,0,N/A
2451715,"November 2, 2022",Louisiana,Alexandria,"Rose Marie St",1,0,N/A
2452402,"November 2, 2022",Oregon,Portland,"4600 block of NE Lombard St",1,1,N/A
2452342,"November 2, 2022","South Carolina",Anderson,"Plantation Rd",1,1,N/A
2451744,"November 2, 2022","North Carolina",Erwin,"Elmon Gilchrist Ln",1,0,N/A
2451860,"November 2, 2022",Ohio,"Mount Orab","14000 block of US-68",1,0,N/A
2451535,"November 2, 2022",Mississippi,Jackson,"Linden Pl and Belvoir St",1,0,N/A
2453276,"November 2, 2022","New Jersey",Millville,"400 block of N 4th St",1,0,N/A
2451996,"November 2, 2022",Georgia,Brunswick,"Old Jesup Rd and Glyndale Dr",1,1,N/A
2451796,"November 2, 2022",Missouri,Seneca,"Quince Rd and Antelope Rd",1,0,N/A
2451637,"November 1, 2022",California,Riverside,"11000 block of Trailrun Ct",1,0,N/A
2450557,"November 1, 2022",Illinois,"East Saint Louis","935 St Louis Ave",2,3,N/A
2451379,"November 1, 2022",Florida,Brandon,"Westbrook Ave and Harmony Ln",1,0,N/A
2456990,"November 1, 2022",Nevada,"Elko (county)",N/A,1,0,N/A
2450477,"November 1, 2022",Mississippi,Meridian,"1716 MS-39",1,0,N/A
2452169,"November 1, 2022",Illinois,"Harvey (Dixmoor)",N/A,1,0,N/A
2450640,"November 1, 2022",Tennessee,Memphis,"1600 block of Mississippi Blvd",1,0,N/A
2450746,"November 1, 2022",Minnesota,"Saint Paul","Preble St and Minnehaha Ave E",1,0,N/A
2450230,"November 1, 2022",Minnesota,"Saint Paul (North Saint Paul)","2300 block of Shoshone Rd",1,0,N/A
2450360,"November 1, 2022",Colorado,Denver,"1400 block of Verbena St",1,5,N/A
2450349,"November 1, 2022",Michigan,Wyoming,"2200 block of Indian Mounds Dr",1,0,N/A
2450638,"November 1, 2022",Tennessee,Memphis,"1500 block of N Merton St",1,0,N/A
2450444,"November 1, 2022",Tennessee,Heiskell,"1923 E Raccoon Valley Dr",1,0,N/A
2451312,"November 1, 2022",Florida,Orlando,"Americana Blvd and John Young Pkwy",1,0,N/A
2451128,"November 1, 2022",Florida,Deland,"800 block of Longview Ave",1,1,N/A
2451097,"November 1, 2022",Ohio,Columbus,"1600 block of Harvard Ave",1,0,N/A
2451074,"November 1, 2022",Ohio,Cleveland,"1560 Ansel Rd",1,0,N/A
2449920,"November 1, 2022","New York",Brooklyn,"Crown St and Rogers Ave",1,0,N/A
2451243,"November 1, 2022",Arizona,Mesa,"Main St and Power Rd",2,1,N/A
2450208,"November 1, 2022",California,Palmdale,"39700 30th St W",1,2,N/A
2450545,"November 1, 2022",California,Bloomington,"10600 block of Geronimo Ave",1,0,N/A
2450247,"November 1, 2022",Georgia,Hartwell,GA-172,1,0,N/A
2450011,"November 1, 2022",Texas,Houston,"1201 San Jacinto St",1,2,N/A
2451008,"November 1, 2022",Texas,"Roanoke (Trophy Club)","Michelle Ct",1,0,N/A
2450990,"November 1, 2022",California,Bakersfield,"800 block of Rembrandt St",1,0,N/A
2450449,"November 1, 2022",Indiana,Indianapolis,"40th St and Hawthorne Ln",1,0,N/A
2451799,"November 1, 2022",Georgia,Sylvester,"600 block of E Welch St",1,0,N/A
2450123,"November 1, 2022",Florida,"New Port Richey","Menifee Ct",1,0,N/A
2449870,"November 1, 2022","New York",Rochester,"100 block of Weld St",1,1,N/A
2451768,"November 1, 2022",Illinois,Chicago,"4500 block of S DuSable Lake Shore Dr",1,1,N/A
2450223,"November 1, 2022",Florida,Thonotosassa,"9000 block of Harney Rd",1,1,N/A
2451923,"November 1, 2022",Georgia,Atlanta,"2100 block of Dering Cir",1,1,N/A
2451630,"November 1, 2022",Alabama,Decatur,"1600 block of Chestnut St SE",2,0,N/A
2451644,"November 1, 2022",Alabama,Montgomery,"2400 block of Meadowridge Ln",1,0,N/A
2450655,"November 1, 2022",Texas,"Parker (county)",N/A,1,0,N/A
2451542,"November 1, 2022",California,Lathrop,"I-5 and SR-120",1,0,N/A
2450275,"November 1, 2022",Wisconsin,Milwaukee,"N 7th St and W Keefe Ave",1,0,N/A
2450255,"November 1, 2022",Michigan,"Highland Park","3rd Ave and Elmhurst St",1,1,N/A
2451583,"November 1, 2022","New Jersey","Jersey City","74 Dales Ave",1,0,N/A
2453107,"October 31, 2022",Texas,Austin,"1300 block of McKie Dr",1,0,N/A
2449650,"October 31, 2022",Kentucky,Louisville,"4000 block of Lula Way",1,0,N/A
2452350,"October 31, 2022",Alabama,Montgomery,"5700 block of Arbor Station Rd",1,0,N/A
2449307,"October 31, 2022",Michigan,Saginaw,"2780 Williamson Rd",1,0,N/A
2450332,"October 31, 2022",California,"Hawaiian Gardens","21900 block of Arline Ave",1,0,N/A
2449145,"October 31, 2022",Ohio,Cincinnati,"4100 block of Kirby Ave",1,0,N/A
2451018,"October 31, 2022",Connecticut,Waterbury,"170 Willow St",1,0,N/A
2449986,"October 31, 2022",Kansas,"Kansas City","S 50th St and Elmwood Ave",1,6,N/A
2449491,"October 31, 2022",Michigan,Inkster,"26739 Yale St",1,0,N/A
2449998,"October 31, 2022",California,"Los Angeles","8600 block of Graham Ave",1,0,N/A
2449606,"October 31, 2022","New Mexico",Albuquerque,"14th St and Marquette Ave NW",1,0,N/A
2449888,"October 31, 2022","North Carolina",Raleigh,"2611 Torquay Crossing",1,2,N/A
2449916,"October 31, 2022","South Carolina","North Charleston","N Atlantic Blvd",1,0,N/A
2449693,"October 31, 2022",Tennessee,Jackson,"2239 Hollywood Dr",1,0,N/A
2450391,"October 31, 2022",California,Visalia,"N Encina St",1,0,N/A
2450228,"October 31, 2022",Michigan,Flint,"3102 Fox Cir",1,0,N/A
2452686,"October 31, 2022",Tennessee,Cleveland,"1275 Stuart Rd NE",1,0,N/A
2450315,"October 31, 2022",Ohio,Columbus,"2500 block of Howey Rd",1,0,N/A
2449755,"October 31, 2022","District of Columbia",Washington,"2600 block of Birney Pl SE",1,0,N/A
2450016,"October 31, 2022",Ohio,Cincinnati,"Reading Rd and Lincoln St",1,0,N/A
2449128,"October 31, 2022",Texas,Houston,"12126 Mountain Daisy Rd",1,0,N/A
2451943,"October 31, 2022",Illinois,"Chicago Heights (Ford Heights)","1300 block of Lincoln St",1,1,N/A
2449433,"October 31, 2022",Georgia,Atlanta,"2564 Gresham Rd SE",1,0,N/A
2453462,"October 31, 2022",Pennsylvania,Philadelphia,"200 block of W Ontario St",1,0,N/A
2450226,"October 31, 2022",Pennsylvania,Pittsburgh,"7100 block of Hermitage St",1,0,N/A
2449293,"October 31, 2022",Texas,Houston,"9939 Bessemer St",1,0,N/A
2449269,"October 31, 2022",Florida,"Bonita Springs","27000 block of Matheson Ave",1,0,N/A
2449576,"October 31, 2022",Virginia,Midlothian,"14000 block of N Carriage Ln",1,0,N/A
2449688,"October 31, 2022",Tennessee,"Cedar Hill",I-24,1,0,N/A
2450158,"October 31, 2022",California,"Long Beach","700 block of E Wardlow Rd",1,0,N/A
2450153,"October 31, 2022",Pennsylvania,Philadelphia,"5300 Greenway Ave",1,0,N/A
2449425,"October 31, 2022",Georgia,Atlanta,"500 Bishop St NW",1,0,N/A
2450097,"October 31, 2022",Pennsylvania,Philadelphia,"200 block of W Ontario St",2,1,N/A
2450110,"October 31, 2022",Texas,"Corpus Christi","5800 block of Williams Dr",1,0,N/A
2450082,"October 31, 2022",Pennsylvania,Philadelphia,"2500 block of Carroll St",1,0,N/A
2449653,"October 31, 2022",Illinois,Chicago,"S California Ave and W Polk St",1,13,N/A
2449609,"October 31, 2022",Illinois,Chicago,"3852 W Van Buren St",1,0,N/A
2450469,"October 31, 2022",Missouri,"Kansas City (Raytown)","Raytown Rd and E 87th St",1,0,N/A
2449029,"October 31, 2022",Pennsylvania,"Natrona Heights","Shamrock Ln",1,0,N/A
2450893,"October 31, 2022",Oregon,Madras,"900 block of SE Maliah Ave",1,0,N/A
2449469,"October 31, 2022",Illinois,Montgomery,"Oak Ridge Ln",1,0,N/A
2450734,"October 31, 2022",Wyoming,Cheyenne,"6900 block of Horse Soldier Rd",1,1,N/A
2449835,"October 31, 2022",Alabama,Mobile,"205 Government St",1,0,N/A
2449862,"October 31, 2022","New York",Brooklyn,"2932 Avenue V",1,1,N/A
2450724,"October 31, 2022",Arkansas,Sherwood,"4000 block of Hollyridge Cove",1,0,N/A
2452216,"October 31, 2022",Missouri,Joplin,"2216 S Annie Baxter Ave",2,0,N/A
2448999,"October 30, 2022","North Carolina",Goldsboro,"203 Haywood Dr",1,0,N/A
2448792,"October 30, 2022",Nebraska,Omaha,"3006 Mason St",1,0,N/A
2448967,"October 30, 2022",Tennessee,Greeneville,"100 block of Old Asheville Hwy",1,1,N/A
2448788,"October 30, 2022",California,Sacramento,"Phoenix Park Dr and Savannah Dr",1,0,N/A
2448498,"October 30, 2022",California,"Palm Springs","5600 block of E Ramon Rd",1,2,N/A
2448778,"October 30, 2022",Maryland,Parkville,"7301  McClean Blvd",1,0,N/A
2448765,"October 30, 2022",Missouri,"Kansas City","9400 block of Bales Ave",1,0,N/A
2449149,"October 30, 2022",Texas,Austin,"600 block of E 7th St",1,0,N/A
2450588,"October 30, 2022",Virginia,Portsmouth,"900 block of Randolph St",1,0,N/A
2448763,"October 30, 2022",California,"San Jose","500 block of Madera Ave",1,0,N/A
2450539,"October 30, 2022",Missouri,Hazelwood,N/A,1,0,N/A
2448636,"October 30, 2022",Colorado,Denver,"9825 E Girard Ave",2,0,N/A
2449418,"October 30, 2022",Arizona,Phoenix,"6700 W Thomas Rd",1,0,N/A
2448982,"October 30, 2022",Virginia,"Falls Church","5599 Seminary Rd",1,0,N/A
2448639,"October 30, 2022",Colorado,Longmont,"US-287 and Yellowstone Rd",1,0,N/A
2448954,"October 30, 2022",Tennessee,Chattanooga,"6050 Shallowford Rd",2,0,N/A
2454310,"October 30, 2022",Arizona,"San Luis","County 23rd St",1,0,N/A
2448870,"October 30, 2022",Kentucky,Louisville,"3110 Rockford Ln",1,0,N/A
2448994,"October 30, 2022",Illinois,Joliet,"Columbia St and Henderson Ave",1,0,N/A
2449680,"October 30, 2022",Virginia,"Virginia Beach","1200 block of Carver Ave",1,0,N/A
2448605,"October 30, 2022","New York",Brooklyn,"1006 Atlantic Ave",1,1,N/A
2448366,"October 30, 2022",Colorado,Aurora,"900 block of N Geneva St",4,0,N/A
2448922,"October 30, 2022",Tennessee,Memphis,"5000 block of Wooddale Ave",1,0,N/A
2448895,"October 30, 2022",Tennessee,Memphis,"Barron Ave and Getwell Rd",1,0,N/A
2448354,"October 30, 2022",Ohio,Columbus,"1485 N Cassady Ave",1,0,N/A
2448610,"October 30, 2022",Ohio,Cincinnati,"800 block of Hutchins Rd",1,0,N/A
2448579,"October 30, 2022",Iowa,Davenport,"Kimberly Rd and Elmore Ave",1,0,N/A
2449153,"October 30, 2022",Ohio,Cleveland,"50 Public Square",1,0,N/A
2448917,"October 30, 2022",Tennessee,Memphis,"600 block of Exchange Ave",1,1,N/A
2449387,"October 30, 2022",Florida,"Winter Haven","Sophia Dr",1,1,N/A
2448548,"October 30, 2022","New Mexico",Albuquerque,"700 block of Coors Blvd SW",1,0,N/A
2449231,"October 30, 2022",Maryland,Baltimore,"500 block of S Bentalou St",1,0,N/A
2448749,"October 30, 2022",Maryland,Baltimore,"4000 block of Old York Rd",1,0,N/A
2449281,"October 30, 2022",Alabama,Mobile,"300 block of Azalea Rd",1,0,N/A
2448821,"October 30, 2022",Texas,Houston,"2500 block of Joel Wheaton Rd",1,0,N/A
2449272,"October 30, 2022",Florida,"Cape Coral",N/A,1,0,N/A
2448861,"October 30, 2022",Texas,Dallas,"3410 Metropolitan Ave",1,1,N/A
2449187,"October 30, 2022",California,Compton,"14400 block of S Clymer Ave",1,0,N/A
2449184,"October 30, 2022",California,"Huntington Park","6300 block of Malabar St",1,0,N/A
2449165,"October 30, 2022",Ohio,Columbus,"E 19th Ave and Gladstone Ave",1,0,N/A
2448710,"October 30, 2022","District of Columbia",Washington,"900 block of Wahler Pl SE",1,0,N/A
2449138,"October 30, 2022","South Carolina",Hartsville,"Security Dr",1,0,N/A
2449112,"October 30, 2022","North Carolina",Kinston,"700 block of Vernon Ave",1,0,N/A
2448313,"October 30, 2022",Pennsylvania,Philadelphia,"3100 block of Hartville St",1,0,N/A
2448310,"October 30, 2022",Illinois,Chicago,"6800 block of W Grand Ave",1,0,N/A
2448361,"October 30, 2022",California,Covina,"17000 block of E Bellbrook St",2,2,N/A
2456839,"October 30, 2022",Missouri,"Kansas City","2301 Topping Ave",1,0,N/A
2449162,"October 30, 2022",Washington,"Moses Lake","3000 block of Road H NE",1,1,N/A
2448614,"October 30, 2022",Louisiana,Hammond,"Wardline Rd and Laurie Dr",1,0,N/A
2448419,"October 30, 2022",Arkansas,"Little Rock","6 York Dr",1,0,N/A
2448735,"October 30, 2022",Alabama,Montgomery,"Eastern Blvd and Monticello Dr",1,0,N/A
2449851,"October 30, 2022",Mississippi,Columbus,"700 block of 21st St N",1,0,N/A
2448417,"October 30, 2022",Mississippi,Vicksburg,"902 Blossom Ln",1,0,N/A
2449578,"October 30, 2022",Virginia,Farmville,"800 block of Early St",1,0,N/A
2449814,"October 30, 2022",Missouri,"Saint Louis","3600 block of Pennsylvania Ave",1,0,N/A
2448898,"October 30, 2022",Tennessee,Memphis,"3920 Park Ave",1,3,N/A
2449720,"October 30, 2022",California,Victorville,"Jade Rd and Purple Sage Dr",1,0,N/A
2448846,"October 30, 2022",California,Pasadena,"N Summitt Ave and Painter St",1,0,N/A
2448814,"October 30, 2022",Texas,Houston,"9800 Hollock St",1,0,N/A
2449708,"October 30, 2022",California,"Santa Maria","1000 block of W Morrison Ave",1,0,N/A
2450809,"October 30, 2022",Alabama,Gadsden,"Carolyn Ln",1,0,N/A
2451494,"October 29, 2022",Texas,Carrollton,"Marsh Ln and Country Square Dr",1,0,N/A
2448133,"October 29, 2022","New Jersey",Paterson,"12 Elm St",1,0,N/A
2448137,"October 29, 2022","New Jersey",Belleville,"100 block of Bell St",1,0,N/A
2448080,"October 29, 2022",Virginia,Danville,"325 Piedmont Dr",1,0,N/A
2449283,"October 29, 2022",Texas,Houston,"251 W Parker Rd",1,0,N/A
2453664,"October 29, 2022","North Carolina",Rockingham,"1240 E Broad Ave",1,1,N/A
2448005,"October 29, 2022",Virginia,Petersburg,"600 block of Grove Ave",1,0,N/A
2448076,"October 29, 2022",Tennessee,Memphis,"2700 block of Cherry Rd",1,0,N/A
2448066,"October 29, 2022",Illinois,Rockford,"4200 block of Auburn St",1,0,N/A
2451247,"October 29, 2022",Texas,"Wichita Falls","1500 block of N 8th St",1,0,N/A
2449151,"October 29, 2022",Washington,Kent,"142nd Pl SE and SE 282nd St",1,0,N/A
2449285,"October 29, 2022",Texas,"College Station","400 block of Harvey Rd",1,0,N/A
2448399,"October 29, 2022",Indiana,Indianapolis,"6010 E 30th St",1,0,N/A
2448058,"October 29, 2022",Georgia,Atlanta,"200 block of Auburn Ave",1,0,N/A
2447845,"October 29, 2022",Colorado,Fountain,"6502 S US 85-87",1,0,N/A
2447867,"October 29, 2022",California,"Southeast Growth Area","E Hedges Ave and N De Wolf Ave",1,0,N/A
2447969,"October 29, 2022",Tennessee,Memphis,"400 block of Chuck Ave",1,0,N/A
2448041,"October 29, 2022",Illinois,Chicago,"S Wolcott Ave and W 17th St",1,0,N/A
2451146,"October 29, 2022",Florida,"Fort Myers","3718 Palm Beach Blvd",1,0,N/A
2448032,"October 29, 2022",Florida,Tampa,"1000 block of W Busch Blvd",1,0,N/A
2451395,"October 29, 2022",Florida,Holiday,US-19,1,0,N/A
2448727,"October 29, 2022",Missouri,Florissant,"825 Graham Rd",1,0,N/A
2448024,"October 29, 2022",Florida,"Winter Garden","Mildred Dixon Way",1,0,N/A
2448003,"October 29, 2022",Illinois,Chicago,"1100 block of N Waller Ave",1,0,N/A
2447997,"October 29, 2022",Ohio,Toledo,"Elliott Ave and Grand Ave",1,2,N/A
2448401,"October 29, 2022",Indiana,Indianapolis,"1000 block of Winfield Ave",1,2,N/A
2449245,"October 29, 2022",Michigan,Jackson,"1800 block of Pringle Ave",1,0,N/A
2449448,"October 29, 2022",Georgia,"Atlanta (Brookhaven)","N Cliff Valley Way and N Druid Hills Rd",1,2,N/A
2449639,"October 29, 2022",California,Greenfield,"50 block of 4th St",1,0,N/A
2448330,"October 29, 2022",Florida,Tallahassee,"2101 W Pensacola St",1,9,N/A
2449275,"October 29, 2022",Texas,Houston,"9101 Clinton Dr",1,0,N/A
2453055,"October 29, 2022",Texas,Houston,"11285 Southwest Fwy",2,0,N/A
2448130,"October 29, 2022",Maryland,Baltimore,"50 block of N Gilmor St",1,0,N/A
2448098,"October 29, 2022",Alabama,"Birmingham (Homewood)","418 W Valley Ave",1,0,N/A
2448506,"October 29, 2022",California,"Los Angeles","8th Street and Union Ave",1,0,N/A
2447951,"October 29, 2022",Wisconsin,Milwaukee,"N 33rd St and W Center St",1,1,N/A
2448459,"October 29, 2022",Florida,Jacksonville,"5300 block of Golfbrook Dr",1,0,N/A
2447916,"October 29, 2022","South Carolina",Mauldin,"288 Old Mill Rd",1,0,N/A
2448753,"October 29, 2022",California,"San Jose","700 block of Kaufmann Court",1,1,N/A
2448461,"October 29, 2022",Florida,Jacksonville,"3037 John Hancock Ct",1,0,N/A
2448881,"October 29, 2022",Texas,Amarillo,"1900 block of NW 18th Ave",1,2,N/A
2448007,"October 29, 2022",Iowa,"Sioux City","1421 W 5th St",2,1,N/A
2448508,"October 29, 2022",Pennsylvania,Erie,"1611 Chestnut St",1,0,N/A
2448437,"October 29, 2022",Florida,Bradenton,"2209 Ninth St W",1,0,N/A
2449126,"October 29, 2022","South Carolina",Columbia,"7645 Garners Ferry Rd",1,0,N/A
2448532,"October 29, 2022",Florida,Brent,"Medford Ave and Fremont Ave",1,0,N/A
2448429,"October 29, 2022",Indiana,"South Bend","1600 block of Huey St",1,1,N/A
2448327,"October 29, 2022",Illinois,Chicago,"400 block of W 104th St",1,0,N/A
2448302,"October 29, 2022",Illinois,Chicago,"1900 block of S State St",1,0,N/A
2449937,"October 29, 2022",Washington,Kennewick,"1100 block of W 5th Ave",1,0,N/A
2448060,"October 29, 2022","New York",Coram,"24 Middle Country Rd",1,0,N/A
